M,L,485,0,33613
S,M,0,485,33613
L,S,485,485,33128
S,M,0,970,33128
L,S,485,970,32643
S,M,0,1455,32643
L,S,485,1455,32158
S,M,0,1940,32158
L,S,485,1940,31673
S,M,0,2425,31673
L,S,485,2425,31188
S,M,0,2910,31188
L,S,485,2910,30703
S,M,0,3395,30703
L,S,485,3395,30218
S,M,0,3880,30218
L,S,485,3880,29733
S,M,0,4365,29733
L,S,485,4365,29248
S,M,0,4850,29248
L,S,485,4850,28763
S,M,0,5335,28763
L,S,485,5335,28278
S,M,0,5820,28278
L,S,485,5820,27793
S,M,0,6305,27793
L,S,485,6305,27308
S,M,0,6790,27308
L,S,485,6790,26823
S,M,0,7275,26823
L,S,485,7275,26338
S,M,0,7760,26338
L,S,485,7760,25853
S,M,0,8245,25853
L,S,485,8245,25368
S,M,0,8730,25368
L,S,485,8730,24883
S,M,0,9215,24883
L,S,485,9215,24398
S,M,0,9700,24398
L,S,485,9700,23913
S,M,0,10185,23913
L,S,485,10185,23428
S,M,0,10670,23428
L,S,485,10670,22943
S,M,0,11155,22943
L,S,485,11155,22458
S,M,0,11640,22458
L,S,485,11640,21973
S,M,0,12125,21973
L,S,485,12125,21488
S,M,0,12610,21488
L,S,485,12610,21003
S,M,0,13095,21003
L,S,485,13095,20518
S,M,0,13580,20518
L,S,485,13580,20033
S,M,0,14065,20033
L,S,485,14065,19548
S,M,0,14550,19548
L,S,485,14550,19063
S,M,0,15035,19063
L,S,485,15035,18578
S,M,0,15520,18578
L,S,485,15520,18093
S,M,0,16005,18093
L,S,485,16005,17608
S,M,0,16490,17608
L,S,485,16490,17123
S,M,0,16975,17123
L,S,485,16975,16638
S,M,0,17460,16638
L,S,485,17460,16153
S,M,0,17945,16153
L,S,485,17945,15668
S,M,0,18430,15668
L,S,485,18430,15183
S,M,0,18915,15183
L,S,485,18915,14698
S,M,0,19400,14698
L,S,485,19400,14213
S,M,0,19885,14213
L,S,485,19885,13728
S,M,0,20370,13728
L,S,485,20370,13243
S,M,0,20855,13243
L,S,485,20855,12758
S,M,0,21340,12758
L,S,485,21340,12273
S,M,0,21825,12273
L,S,485,21825,11788
S,M,0,22310,11788
L,S,485,22310,11303
S,M,0,22795,11303
L,S,485,22795,10818
S,M,0,23280,10818
L,S,485,23280,10333
S,M,0,23765,10333
L,S,485,23765,9848
S,M,0,24250,9848
L,S,485,24250,9363
S,M,0,24735,9363
L,S,485,24735,8878
S,M,0,25220,8878
L,S,485,25220,8393
S,M,0,25705,8393
L,S,485,25705,7908
S,M,0,26190,7908
L,S,485,26190,7423
S,M,0,26675,7423
L,S,485,26675,6938
S,M,0,27160,6938
L,S,485,27160,6453
S,M,0,27645,6453
L,S,485,27645,5968
S,M,0,28130,5968
L,S,485,28130,5483
S,M,0,28615,5483
L,S,485,28615,4998
S,M,0,29100,4998
L,S,485,29100,4513
S,M,0,29585,4513
L,S,485,29585,4028
S,M,0,30070,4028
L,S,485,30070,3543
S,M,0,30555,3543
L,S,485,30555,3058
S,M,0,31040,3058
L,S,485,31040,2573
S,M,0,31525,2573
L,S,485,31525,2088
S,M,0,32010,2088
L,S,485,32010,1603
S,M,0,32495,1603
L,S,485,32495,1118
S,M,0,32980,1118
L,S,485,32980,633
S,M,0,33465,633
L,S,485,33465,148
S,M,337,33613,148
M,L,337,0,33761
S,M,0,337,33761
L,S,485,337,33276
S,M,0,822,33276
L,S,485,822,32791
S,M,0,1307,32791
L,S,485,1307,32306
S,M,0,1792,32306
L,S,485,1792,31821
S,M,0,2277,31821
L,S,485,2277,31336
S,M,0,2762,31336
L,S,485,2762,30851
S,M,0,3247,30851
L,S,485,3247,30366
S,M,0,3732,30366
L,S,485,3732,29881
S,M,0,4217,29881
L,S,485,4217,29396
S,M,0,4702,29396
L,S,485,4702,28911
S,M,0,5187,28911
L,S,485,5187,28426
S,M,0,5672,28426
L,S,485,5672,27941
S,M,0,6157,27941
L,S,485,6157,27456
S,M,0,6642,27456
L,S,485,6642,26971
S,M,0,7127,26971
L,S,485,7127,26486
S,M,0,7612,26486
L,S,485,7612,26001
S,M,0,8097,26001
L,S,485,8097,25516
S,M,0,8582,25516
L,S,485,8582,25031
S,M,0,9067,25031
L,S,485,9067,24546
S,M,0,9552,24546
L,S,485,9552,24061
S,M,0,10037,24061
L,S,485,10037,23576
S,M,0,10522,23576
L,S,485,10522,23091
S,M,0,11007,23091
L,S,485,11007,22606
S,M,0,11492,22606
L,S,485,11492,22121
S,M,0,11977,22121
L,S,485,11977,21636
S,M,0,12462,21636
L,S,485,12462,21151
S,M,0,12947,21151
L,S,485,12947,20666
S,M,0,13432,20666
L,S,485,13432,20181
S,M,0,13917,20181
L,S,485,13917,19696
S,M,0,14402,19696
L,S,485,14402,19211
S,M,0,14887,19211
L,S,485,14887,18726
S,M,0,15372,18726
L,S,485,15372,18241
S,M,0,15857,18241
L,S,485,15857,17756
S,M,0,16342,17756
L,S,485,16342,17271
S,M,0,16827,17271
L,S,485,16827,16786
S,M,0,17312,16786
L,S,485,17312,16301
S,M,0,17797,16301
L,S,485,17797,15816
S,M,0,18282,15816
L,S,485,18282,15331
S,M,0,18767,15331
L,S,485,18767,14846
S,M,0,19252,14846
L,S,485,19252,14361
S,M,0,19737,14361
L,S,485,19737,13876
S,M,0,20222,13876
L,S,485,20222,13391
S,M,0,20707,13391
L,S,485,20707,12906
S,M,0,21192,12906
L,S,485,21192,12421
S,M,0,21677,12421
L,S,485,21677,11936
S,M,0,22162,11936
L,S,485,22162,11451
S,M,0,22647,11451
L,S,485,22647,10966
S,M,0,23132,10966
L,S,485,23132,10481
S,M,0,23617,10481
L,S,485,23617,9996
S,M,0,24102,9996
L,S,485,24102,9511
S,M,0,24587,9511
L,S,485,24587,9026
S,M,0,25072,9026
L,S,485,25072,8541
S,M,0,25557,8541
L,S,485,25557,8056
S,M,0,26042,8056
L,S,485,26042,7571
S,M,0,26527,7571
L,S,485,26527,7086
S,M,0,27012,7086
L,S,485,27012,6601
S,M,0,27497,6601
L,S,485,27497,6116
S,M,0,27982,6116
L,S,485,27982,5631
S,M,0,28467,5631
L,S,485,28467,5146
S,M,0,28952,5146
L,S,485,28952,4661
S,M,0,29437,4661
L,S,485,29437,4176
S,M,0,29922,4176
L,S,485,29922,3691
S,M,0,30407,3691
L,S,485,30407,3206
S,M,0,30892,3206
L,S,485,30892,2721
S,M,0,31377,2721
L,S,485,31377,2236
S,M,0,31862,2236
L,S,485,31862,1751
S,M,0,32347,1751
L,S,485,32347,1266
S,M,0,32832,1266
L,S,485,32832,781
S,M,0,33317,781
L,S,485,33317,296
S,M,189,33613,296
M,L,189,0,33909
S,M,0,189,33909
L,S,485,189,33424
S,M,0,674,33424
L,S,485,674,32939
S,M,0,1159,32939
L,S,485,1159,32454
S,M,0,1644,32454
L,S,485,1644,31969
S,M,0,2129,31969
L,S,485,2129,31484
S,M,0,2614,31484
L,S,485,2614,30999
S,M,0,3099,30999
L,S,485,3099,30514
S,M,0,3584,30514
L,S,485,3584,30029
S,M,0,4069,30029
L,S,485,4069,29544
S,M,0,4554,29544
L,S,485,4554,29059
S,M,0,5039,29059
L,S,485,5039,28574
S,M,0,5524,28574
