S,L,0,33613,63
M,S,63,33550,63
S,L,0,33550,126
M,S,63,33487,126
S,L,0,33487,189
M,S,63,33424,189
S,L,0,33424,252
M,S,63,33361,252
S,L,0,33361,315
M,S,63,33298,315
S,L,0,33298,378
M,S,63,33235,378
S,L,0,33235,441
M,S,63,33172,441
S,L,0,33172,504
M,S,63,33109,504
S,L,0,33109,567
M,S,63,33046,567
S,L,0,33046,630
M,S,63,32983,630
S,L,0,32983,693
M,S,63,32920,693
S,L,0,32920,756
M,S,63,32857,756
S,L,0,32857,819
M,S,63,32794,819
S,L,0,32794,882
M,S,63,32731,882
S,L,0,32731,945
M,S,63,32668,945
S,L,0,32668,1008
M,S,63,32605,1008
S,L,0,32605,1071
M,S,63,32542,1071
S,L,0,32542,1134
M,S,63,32479,1134
S,L,0,32479,1197
M,S,63,32416,1197
S,L,0,32416,1260
M,S,63,32353,1260
S,L,0,32353,1323
M,S,63,32290,1323
S,L,0,32290,1386
M,S,63,32227,1386
S,L,0,32227,1449
M,S,63,32164,1449
S,L,0,32164,1512
M,S,63,32101,1512
S,L,0,32101,1575
M,S,63,32038,1575
S,L,0,32038,1638
M,S,63,31975,1638
S,L,0,31975,1701
M,S,63,31912,1701
S,L,0,31912,1764
M,S,63,31849,1764
S,L,0,31849,1827
M,S,63,31786,1827
S,L,0,31786,1890
M,S,63,31723,1890
S,L,0,31723,1953
M,S,63,31660,1953
S,L,0,31660,2016
M,S,63,31597,2016
S,L,0,31597,2079
M,S,63,31534,2079
S,L,0,31534,2142
M,S,63,31471,2142
S,L,0,31471,2205
M,S,63,31408,2205
S,L,0,31408,2268
M,S,63,31345,2268
S,L,0,31345,2331
M,S,63,31282,2331
S,L,0,31282,2394
M,S,63,31219,2394
S,L,0,31219,2457
M,S,63,31156,2457
S,L,0,31156,2520
M,S,63,31093,2520
S,L,0,31093,2583
M,S,63,31030,2583
S,L,0,31030,2646
M,S,63,30967,2646
S,L,0,30967,2709
M,S,63,30904,2709
S,L,0,30904,2772
M,S,63,30841,2772
S,L,0,30841,2835
M,S,63,30778,2835
S,L,0,30778,2898
M,S,63,30715,2898
S,L,0,30715,2961
M,S,63,30652,2961
S,L,0,30652,3024
M,S,63,30589,3024
S,L,0,30589,3087
M,S,63,30526,3087
S,L,0,30526,3150
M,S,63,30463,3150
S,L,0,30463,3213
M,S,63,30400,3213
S,L,0,30400,3276
M,S,63,30337,3276
S,L,0,30337,3339
M,S,63,30274,3339
S,L,0,30274,3402
M,S,63,30211,3402
S,L,0,30211,3465
M,S,63,30148,3465
S,L,0,30148,3528
M,S,63,30085,3528
