S,L,0,2680,2875
M,S,1234,1446,2875
S,L,0,1446,4109
M,S,1234,212,4109
S,L,0,212,5343
M,S,212,0,5343
L,M,212,4321,1022
M,S,1234,3299,1022
S,L,0,3299,2256
M,S,1234,2065,2256
S,L,0,2065,3490
M,S,1234,831,3490
S,L,0,831,4724
M,S,831,0,4724
L,M,831,4321,403
M,S,1234,3918,403
S,L,0,3918,1637
M,S,1234,2684,1637
S,L,0,2684,2871
M,S,1234,1450,2871
S,L,0,1450,4105
M,S,1234,216,4105
S,L,0,216,5339
M,S,216,0,5339
L,M,216,4321,1018
M,S,1234,3303,1018
S,L,0,3303,2252
M,S,1234,2069,2252
S,L,0,2069,3486
M,S,1234,835,3486
S,L,0,835,4720
M,S,835,0,4720
L,M,835,4321,399
M,S,1234,3922,399
S,L,0,3922,1633
M,S,1234,2688,1633
S,L,0,2688,2867
M,S,1234,1454,2867
S,L,0,1454,4101
M,S,1234,220,4101
S,L,0,220,5335
M,S,220,0,5335
L,M,220,4321,1014
M,S,1234,3307,1014
S,L,0,3307,2248
M,S,1234,2073,2248
S,L,0,2073,3482
M,S,1234,839,3482
S,L,0,839,4716
M,S,839,0,4716
L,M,839,4321,395
M,S,1234,3926,395
S,L,0,3926,1629
M,S,1234,2692,1629
S,L,0,2692,2863
M,S,1234,1458,2863
S,L,0,1458,4097
M,S,1234,224,4097
S,L,0,224,5331
M,S,224,0,5331
L,M,224,4321,1010
M,S,1234,3311,1010
S,L,0,3311,2244
M,S,1234,2077,2244
S,L,0,2077,3478
M,S,1234,843,3478
S,L,0,843,4712
M,S,843,0,4712
L,M,843,4321,391
M,S,1234,3930,391
S,L,0,3930,1625
M,S,1234,2696,1625
S,L,0,2696,2859
M,S,1234,1462,2859
S,L,0,1462,4093
M,S,1234,228,4093
S,L,0,228,5327
M,S,228,0,5327
L,M,228,4321,1006
M,S,1234,3315,1006
S,L,0,3315,2240
M,S,1234,2081,2240
S,L,0,2081,3474
M,S,1234,847,3474
S,L,0,847,4708
M,S,847,0,4708
L,M,847,4321,387
M,S,1234,3934,387
S,L,0,3934,1621
M,S,1234,2700,1621
S,L,0,2700,2855
M,S,1234,1466,2855
S,L,0,1466,4089
M,S,1234,232,4089
S,L,0,232,5323
M,S,232,0,5323
L,M,232,4321,1002
M,S,1234,3319,1002
S,L,0,3319,2236
M,S,1234,2085,2236
S,L,0,2085,3470
M,S,1234,851,3470
S,L,0,851,4704
M,S,851,0,4704
L,M,851,4321,383
M,S,1234,3938,383
S,L,0,3938,1617
M,S,1234,2704,1617
S,L,0,2704,2851
M,S,1234,1470,2851
S,L,0,1470,4085
M,S,1234,236,4085
S,L,0,236,5319
M,S,236,0,5319
L,M,236,4321,998
M,S,1234,3323,998
S,L,0,3323,2232
M,S,1234,2089,2232
S,L,0,2089,3466
M,S,1234,855,3466
S,L,0,855,4700
M,S,855,0,4700
L,M,855,4321,379
M,S,1234,3942,379
S,L,0,3942,1613
M,S,1234,2708,1613
S,L,0,2708,2847
M,S,1234,1474,2847
S,L,0,1474,4081
M,S,1234,240,4081
S,L,0,240,5315
M,S,240,0,5315
L,M,240,4321,994
M,S,1234,3327,994
S,L,0,3327,2228
M,S,1234,2093,2228
S,L,0,2093,3462
M,S,1234,859,3462
S,L,0,859,4696
M,S,859,0,4696
L,M,859,4321,375
M,S,1234,3946,375
S,L,0,3946,1609
M,S,1234,2712,1609
S,L,0,2712,2843
M,S,1234,1478,2843
S,L,0,1478,4077
M,S,1234,244,4077
S,L,0,244,5311
M,S,244,0,5311
L,M,244,4321,990
M,S,1234,3331,990
S,L,0,3331,2224
M,S,1234,2097,2224
S,L,0,2097,3458
M,S,1234,863,3458
S,L,0,863,4692
M,S,863,0,4692
L,M,863,4321,371
M,S,1234,3950,371
S,L,0,3950,1605
M,S,1234,2716,1605
S,L,0,2716,2839
M,S,1234,1482,2839
S,L,0,1482,4073
M,S,1234,248,4073
S,L,0,248,5307
M,S,248,0,5307
L,M,248,4321,986
M,S,1234,3335,986
S,L,0,3335,2220
M,S,1234,2101,2220
S,L,0,2101,3454
M,S,1234,867,3454
S,L,0,867,4688
M,S,867,0,4688
L,M,867,4321,367
M,S,1234,3954,367
S,L,0,3954,1601
M,S,1234,2720,1601
S,L,0,2720,2835
M,S,1234,1486,2835
S,L,0,1486,4069
M,S,1234,252,4069
S,L,0,252,5303
M,S,252,0,5303
L,M,252,4321,982
M,S,1234,3339,982
S,L,0,3339,2216
M,S,1234,2105,2216
S,L,0,2105,3450
M,S,1234,871,3450
S,L,0,871,4684
M,S,871,0,4684
L,M,871,4321,363
M,S,1234,3958,363
S,L,0,3958,1597
M,S,1234,2724,1597
S,L,0,2724,2831
M,S,1234,1490,2831
S,L,0,1490,4065
M,S,1234,256,4065
S,L,0,256,5299
M,S,256,0,5299
L,M,256,4321,978
M,S,1234,3343,978
S,L,0,3343,2212
M,S,1234,2109,2212
S,L,0,2109,3446
M,S,1234,875,3446
S,L,0,875,4680
M,S,875,0,4680
L,M,875,4321,359
M,S,1234,3962,359
S,L,0,3962,1593
M,S,1234,2728,1593
S,L,0,2728,2827
M,S,1234,1494,2827
S,L,0,1494,4061
M,S,1234,260,4061
S,L,0,260,5295
M,S,260,0,5295
L,M,260,4321,974
M,S,1234,3347,974
S,L,0,3347,2208
